time,ground_displacement,relative_displacement,roof_displacement
-0.49000000000006,-1.6917156808402,23.732589954562,-25.424305635402
-0.48000000000006,-2.3083547717114,24.845469318183,-27.153824089895
-0.47000000000006,-2.9047958571728,25.497765279755,-28.402561136928
-0.46000000000006,-3.4716459603058,25.674489873937,-29.146135834242
-0.45000000000006,-3.9999691112376,25.375851607485,-29.375820718722
-0.44000000000006,-4.4814272791661,24.623878165713,-29.105305444879
-0.43000000000006,-4.9084118809972,23.454764948755,-28.363176829753
-0.42000000000006,-5.2741637926123,21.914952794968,-27.18911658758
-0.41000000000006,-5.5728799700962,20.056356680053,-25.629236650149
-0.40000000000006,-5.7998049994257,17.923436365676,-23.723241365102
-0.39000000000006,-5.9513061307975,15.553080145652,-21.504386276449
-0.38000000000006,-6.0249306142306,12.980104548177,-19.005035162408
-0.37000000000006,-6.0194444321934,10.237459415756,-16.256903847949
-0.36000000000006,-5.9348518183815,7.3617754768243,-13.296627295206
-0.35000000000006,-5.7723952547819,4.4050477360634,-10.177442990845
-0.34000000000006,-5.5345359470263,1.4258762986025,-6.9604122456287
-0.33000000000006,-5.2249150859007,-1.5203819558935,-3.7045331300073
-0.32000000000006,-4.8482965058879,-4.3764361769393,-0.47186032894858
-0.31000000000006,-4.410491644996,-7.0924534248995,2.6819617799036
-0.30000000000006,-3.9182679892442,-9.6302531529588,5.7119851637146
-0.29000000000006,-3.3792424456262,-11.956043604811,8.5768011591852
-0.28000000000006,-2.801761325058,-14.032708223038,11.23094689798
-0.27000000000006,-2.1947688279817,-15.823853265682,13.629084437701
-0.26000000000006,-1.5676661066127,-17.291704613422,15.724038506809
-0.25000000000006,-0.93016312642465,-18.400477504936,17.470314378512
-0.24000000000006,-0.29212566302755,-19.131340315647,18.839214652619
-0.23000000000006,0.33658015269471,-19.479533925968,19.816114078663
-0.22000000000006,0.94624328965729,-19.456699065391,20.402942355049
-0.21000000000006,1.527460820328,-19.092009762235,20.619470582563
-0.20000000000006,2.0712860602945,-18.421894311241,20.493180371535
-0.19000000000006,2.5693695074906,-17.476267178975,20.045636686465
-0.18000000000006,3.0140903584853,-16.279996364963,19.294086723448
-0.17000000000006,3.3986765278453,-14.856868774646,18.255545302491
-0.16000000000006,3.7173112779006,-13.226110006096,16.943421283996
-0.15000000000006,3.9652247774049,-11.411268890586,15.37649366799
-0.14000000000006,4.1387691452649,-9.4455005422866,13.584269687552
-0.13000000000006,4.235475795971,-7.3700773316041,11.605553127575
-0.12000000000006,4.2540941824724,-5.2306160933487,9.4847102758211
-0.11000000000006,4.1946113256159,-3.0690703858489,7.2636817114648
-0.10000000000006,4.0582518222799,-0.92139902501303,4.9796508472929
-0.090000000000062,3.8474583322007,1.183188340031,2.6642699921697
